Date,Close,log_Close,arima_output,arima_conf_int_lower,arima_conf_int_upper,arima_log_output,arima_log_conf_int_lower,arima_log_conf_int_upper
2020-06-12 00:00:00+02:00,7896.10009765625,7896.100097656244,0.0,,,1.0,,
2020-06-19 00:00:00+02:00,7259.2998046875,7259.299804687496,7861.244403944659,,,7896.100094601387,,
2020-06-26 00:00:00+02:00,7345.7001953125,7345.700195312504,7326.122982417522,,,7296.97685792081,,
2020-07-03 00:00:00+02:00,7278.10009765625,7278.10009765625,7297.122331846048,,,7354.62219341303,,
2020-07-10 00:00:00+02:00,7556.2001953125,7556.200195312494,7340.681730072344,,,7343.593437764825,,
2020-07-17 00:00:00+02:00,7426.89990234375,7426.899902343744,7507.447506387136,,,7546.346948641845,,
2020-07-24 00:00:00+02:00,7478.0,7478.000000000001,7491.740974549804,,,7464.6108176584285,,
2020-07-31 00:00:00+02:00,7170.60009765625,7170.600097656247,7421.6880696177295,,,7422.01231422235,,
2020-08-07 00:00:00+02:00,6975.0,6975.0,7183.379986964956,,,7197.912344605212,,
2020-08-14 00:00:00+02:00,7053.89990234375,7053.899902343751,7038.072333336541,,,7026.06025733068,,
2020-08-21 00:00:00+02:00,7090.10009765625,7090.100097656244,7021.762215444997,,,7066.927013716611,,
2020-08-28 00:00:00+02:00,7109.10009765625,7109.10009765625,7198.021927200792,,,7187.785392250791,,
2020-09-04 00:00:00+02:00,6969.5,6969.499999999998,7061.976803393741,,,7060.485316061666,,
2020-09-11 00:00:00+02:00,7080.7001953125,7080.700195312501,7004.482454472035,,,6987.72426963869,,
2020-09-18 00:00:00+02:00,6951.10009765625,6951.100097656251,7048.191768070183,,,6992.239467642582,,
2020-09-25 00:00:00+02:00,6692.2998046875,6692.299804687502,6935.377079129258,,,6956.2623795135605,,
2020-10-02 00:00:00+02:00,6791.5,6791.5000000000055,6764.652164414784,,,6748.6883846634655,,
2020-10-09 00:00:00+02:00,6837.89990234375,6837.899902343754,6809.622485447263,,,6817.819017605541,,
2020-10-16 00:00:00+02:00,6951.0,6950.999999999997,6851.22781619736,,,6893.136253088076,,
2020-10-23 00:00:00+02:00,6860.2001953125,6860.200195312501,6924.7329614072005,,,6921.457978279544,,
2020-10-30 00:00:00+01:00,6796.89990234375,6796.8999023437445,6895.66168996113,,,6877.666903861095,,
2020-11-06 00:00:00+01:00,6585.60009765625,6585.600097656245,6724.123562386214,,,6695.544967135711,,
2020-11-13 00:00:00+01:00,7459.39990234375,7459.399902343753,6650.950595464765,,,6629.691745194528,,
2020-11-20 00:00:00+01:00,7986.2001953125,7986.200195312506,7346.248545750342,,,7419.435842499584,,
2020-11-27 00:00:00+01:00,7981.2001953125,7981.200195312499,7975.329353271949,,,7992.326386767251,,
2020-12-04 00:00:00+01:00,8076.89990234375,8076.8999023437445,7977.750311054394,,,7907.840969489247,,
2020-12-11 00:00:00+01:00,8275.599609375,8275.599609374998,7933.848253065679,,,7935.038106344775,,
2020-12-18 00:00:00+01:00,8140.7998046875,8140.799804687506,8209.46554588394,,,8189.781178049964,,
2020-12-25 00:00:00+01:00,7789.7998046875,7789.7998046874945,8098.332837640374,,,8083.360184918876,,
2021-01-01 00:00:00+01:00,8155.60009765625,8155.600097656249,7839.300411773562,,,7848.358537802841,,
2021-01-08 00:00:00+01:00,8099.2001953125,8099.200195312499,8059.146097801213,,,8094.182483753876,,
2021-01-15 00:00:00+01:00,8357.5,8357.500000000004,8133.971530764613,,,8165.988388246471,,
2021-01-22 00:00:00+01:00,8254.5,8254.500000000007,8195.52271235008,,,8199.408158810611,,
2021-01-29 00:00:00+01:00,7897.2998046875,7897.299804687497,8249.552207843313,,,8226.321628373084,,
2021-02-05 00:00:00+01:00,7798.2001953125,7798.2001953125,7883.76512372434,,,7878.727905626108,,
2021-02-12 00:00:00+01:00,8219.0,8218.999999999993,7901.378075531197,,,7917.855165039995,,
2021-02-19 00:00:00+01:00,8203.5,8203.500000000004,8324.046862477682,,,8364.54717703885,,
2021-02-26 00:00:00+01:00,8112.2001953125,8112.2001953124945,8183.260626926643,,,8143.204055243828,,
2021-03-05 00:00:00+01:00,8378.099609375,8378.099609375004,8196.778907793458,,,8198.403803581996,,
2021-03-12 00:00:00+01:00,8444.2001953125,8444.200195312502,8335.054819321062,,,8287.48019586177,,
2021-03-19 00:00:00+01:00,8635.400390625,8635.400390624998,8400.690127381824,,,8326.772009282957,,
2021-03-26 00:00:00+01:00,8343.5,8343.500000000004,8578.033316377654,,,8539.998673565711,,
2021-04-02 00:00:00+02:00,8492.099609375,8492.099609374995,8401.713014983909,,,8360.786084915104,,
2021-04-09 00:00:00+02:00,8634.599609375,8634.599609375005,8553.70247572764,,,8557.746509736684,,
2021-04-16 00:00:00+02:00,8532.599609375,8532.599609374993,8762.033709199159,,,8728.632325776503,,
2021-04-23 00:00:00+02:00,8711.400390625,8711.400390625002,8535.164401497932,,,8445.04734551621,,
2021-04-30 00:00:00+02:00,8701.900390625,8701.900390624995,8681.455334167702,,,8635.794562861498,,
2021-05-07 00:00:00+02:00,8893.7001953125,8893.700195312504,8800.143173151524,,,8803.816694725017,,
2021-05-14 00:00:00+02:00,9144.2998046875,9144.299804687504,8885.674032884222,,,8897.197523657473,,
2021-05-21 00:00:00+02:00,9155.599609375,9155.599609374995,9138.349630610617,,,9185.821586097985,,
2021-05-28 00:00:00+02:00,9205.5,9205.5,8993.28077910034,,,9025.932336054499,,
2021-06-04 00:00:00+02:00,9148.900390625,9148.900390625002,9301.20372872407,,,9369.706579773298,,
2021-06-11 00:00:00+02:00,9163.599609375,9163.599609375002,9122.33558817259,,,9128.354836291695,,
2021-06-18 00:00:00+02:00,9281.099609375,9281.099609374998,9019.05211843939,,,9024.157193463263,,
2021-06-25 00:00:00+02:00,9051.7001953125,9051.700195312498,9344.179262645008,,,9375.54035014457,,
2021-07-02 00:00:00+02:00,8913.7001953125,8913.700195312498,8921.205833246793,,,8932.985664785225,,
2021-07-09 00:00:00+02:00,8946.400390625,8946.400390624996,8973.33096297864,,,9024.408513641223,,
2021-07-16 00:00:00+02:00,8816.7001953125,8816.700195312505,8968.555512398343,,,8970.992175424282,,
2021-07-23 00:00:00+02:00,8301.7001953125,8301.7001953125,8691.958719415681,,,8690.826344954678,,
2021-07-30 00:00:00+02:00,8775.2001953125,8775.200195312496,8435.331042224696,,,8438.290605679871,,
2021-08-06 00:00:00+02:00,8758.7001953125,8758.700195312504,8830.517962817936,,,8844.408154062981,,
2021-08-13 00:00:00+02:00,8865.900390625,8865.900390624995,8813.28667265941,,,8792.400693995392,,
2021-08-20 00:00:00+02:00,8926.599609375,8926.599609374995,8845.00536241698,,,8851.016407993748,,
2021-08-27 00:00:00+02:00,8968.099609375,8968.099609375005,8934.213904717479,,,8927.691758395955,,
2021-09-03 00:00:00+02:00,8867.900390625,8867.900390624993,8950.293750907418,,,8946.846898303638,,
2021-09-10 00:00:00+02:00,8882.2998046875,8882.2998046875,8922.419984590862,,,8911.215659780457,,
2021-09-17 00:00:00+02:00,8816.099609375,8816.099609374995,8828.127135570658,,,8836.596509523482,,
2021-09-24 00:00:00+02:00,8655.400390625,8655.400390624996,8824.174278675322,,,8808.342067979322,,
2021-10-01 00:00:00+02:00,9002.900390625,9002.900390625007,8706.57447958404,,,8713.831951556645,,
2021-10-08 00:00:00+02:00,8791.7001953125,8791.700195312496,8912.756306736439,,,8927.629770956051,,
2021-10-15 00:00:00+02:00,8899.0,8898.999999999998,8864.630055402517,,,8839.519044200899,,
2021-10-22 00:00:00+02:00,8936.0,8936.000000000004,8778.75183518408,,,8799.089155550691,,
2021-10-29 00:00:00+02:00,8920.900390625,8920.900390624998,8966.637591181629,,,8994.464388451468,,
2021-11-05 00:00:00+01:00,9182.599609375,9182.599609375002,8962.44575627774,,,8999.683429553757,,
