Date,Close,log_Close,arima_output,arima_conf_int_lower,arima_conf_int_upper,arima_log_output,arima_log_conf_int_lower,arima_log_conf_int_upper
2020-06-19 00:00:00+02:00,7259.2998046875,7259.299804687496,0.0,,,1.0,,
2020-06-26 00:00:00+02:00,7345.7001953125,7345.700195312504,10888.829686781846,,,618503.4114257655,,
2020-07-03 00:00:00+02:00,7278.10009765625,7278.10009765625,7715.037330489192,,,7433.128968171171,,
2020-07-10 00:00:00+02:00,7556.2001953125,7556.200195312494,7436.397340740061,,,7283.812199487594,,
2020-07-17 00:00:00+02:00,7426.89990234375,7426.899902343744,7760.159101379919,,,7669.374395686049,,
2020-07-24 00:00:00+02:00,7478.0,7478.000000000001,7539.100157546803,,,7460.979657469314,,
2020-07-31 00:00:00+02:00,7170.60009765625,7170.600097656247,7592.726732924103,,,7522.932083687828,,
2020-08-07 00:00:00+02:00,6975.0,6975.0,7210.355672004315,,,7165.610696217211,,
2020-08-14 00:00:00+02:00,7053.89990234375,7053.899902343751,6963.576073214613,,,6940.829240261798,,
2020-08-21 00:00:00+02:00,7090.10009765625,7090.100097656244,7111.014240408382,,,7065.478180733116,,
2020-08-28 00:00:00+02:00,7109.10009765625,7109.10009765625,7072.391386829058,,,7069.904334492077,,
2020-09-04 00:00:00+02:00,6969.5,6969.499999999998,7144.6084565973515,,,7076.103985148659,,
2020-09-11 00:00:00+02:00,7080.7001953125,7080.700195312501,7019.446838252119,,,6960.839676720081,,
2020-09-18 00:00:00+02:00,6951.10009765625,6951.100097656251,7067.220299461588,,,7028.0680382785995,,
2020-09-25 00:00:00+02:00,6692.2998046875,6692.299804687502,7032.933440387661,,,6977.623190036588,,
2020-10-02 00:00:00+02:00,6791.5,6791.5000000000055,6642.4998363570985,,,6652.647530017989,,
2020-10-09 00:00:00+02:00,6837.89990234375,6837.899902343754,6821.701433274868,,,6802.661343710212,,
2020-10-16 00:00:00+02:00,6951.0,6950.999999999997,6846.883699281066,,,6839.3414165844,,
2020-10-23 00:00:00+02:00,6860.2001953125,6860.200195312501,6857.497824328304,,,6867.492590892399,,
2020-10-30 00:00:00+01:00,6796.89990234375,6796.8999023437445,6859.035812160873,,,6822.176670428365,,
2020-11-06 00:00:00+01:00,6585.60009765625,6585.600097656245,6724.990031581485,,,6687.19089647835,,
2020-11-13 00:00:00+01:00,7459.39990234375,7459.399902343753,6651.6534039634325,,,6603.403362139715,,
2020-11-20 00:00:00+01:00,7986.2001953125,7986.200195312506,7514.603868315284,,,7476.566490205595,,
2020-11-27 00:00:00+01:00,7981.2001953125,7981.200195312499,7940.147866065401,,,7902.581489079206,,
2020-12-04 00:00:00+01:00,8076.89990234375,8076.8999023437445,8047.366813717035,,,7971.298031439405,,
2020-12-11 00:00:00+01:00,8275.599609375,8275.599609374998,8137.282841036383,,,8054.337872982098,,
2020-12-18 00:00:00+01:00,8140.7998046875,8140.799804687506,8206.722924821013,,,8195.686737842461,,
2020-12-25 00:00:00+01:00,7789.7998046875,7789.7998046874945,8080.638147596257,,,8077.061739600557,,
2021-01-01 00:00:00+01:00,8155.60009765625,8155.600097656249,7783.3825308424675,,,7792.24866893134,,
2021-01-08 00:00:00+01:00,8099.2001953125,8099.200195312499,8093.664305148366,,,8123.651182565954,,
2021-01-15 00:00:00+01:00,8357.5,8357.500000000004,8146.509639893664,,,8187.823413527412,,
2021-01-22 00:00:00+01:00,8254.5,8254.500000000007,8231.156830705704,,,8260.234611251504,,
2021-01-29 00:00:00+01:00,7897.2998046875,7897.299804687497,8229.304598678587,,,8202.740021795924,,
2021-02-05 00:00:00+01:00,7798.2001953125,7798.2001953125,7943.854694896837,,,7952.853005446455,,
2021-02-12 00:00:00+01:00,8219.0,8218.999999999993,7903.583699950769,,,7979.614023442468,,
2021-02-19 00:00:00+01:00,8203.5,8203.500000000004,8246.936467684498,,,8354.444815593757,,
2021-02-26 00:00:00+01:00,8112.2001953125,8112.2001953124945,8190.385910946304,,,8192.141291302549,,
2021-03-05 00:00:00+01:00,8378.099609375,8378.099609375004,8240.53289559768,,,8277.77166031223,,
2021-03-12 00:00:00+01:00,8444.2001953125,8444.200195312502,8355.879604946469,,,8394.285486412886,,
2021-03-19 00:00:00+01:00,8635.400390625,8635.400390624998,8390.748729644636,,,8401.529146812585,,
2021-03-26 00:00:00+01:00,8343.5,8343.500000000004,8591.690219170607,,,8627.322470070745,,
2021-04-02 00:00:00+02:00,8492.099609375,8492.099609374995,8349.629053013294,,,8383.154799843665,,
2021-04-09 00:00:00+02:00,8634.599609375,8634.599609375005,8682.003738717745,,,8749.307062721833,,
2021-04-16 00:00:00+02:00,8532.599609375,8532.599609374993,8833.374934262778,,,8924.91689735523,,
2021-04-23 00:00:00+02:00,8711.400390625,8711.400390625002,8544.253781306184,,,8549.571566634046,,
2021-04-30 00:00:00+02:00,8701.900390625,8701.900390624995,8753.459813841771,,,8725.85344207231,,
2021-05-07 00:00:00+02:00,8893.7001953125,8893.700195312504,8913.699966219803,,,8939.681603727022,,
2021-05-14 00:00:00+02:00,9144.2998046875,9144.299804687504,8955.770352929037,,,9034.368745923077,,
2021-05-21 00:00:00+02:00,9155.599609375,9155.599609374995,9144.299700926163,,,9123.646484909043,,
2021-05-28 00:00:00+02:00,9205.5,9205.5,9102.645039536337,,,9064.53273060231,,
2021-06-04 00:00:00+02:00,9148.900390625,9148.900390625002,9400.0310281389,,,9414.332505103734,,
